,Category,Supplier,Region,Store_Size,Snapshot_Date,Season,Current_Stock,Daily_Sales,Reorder_Level,Lead_Time_Days,Unit_Price,Discount_Percent,Shelf_Capacity,Promotion,Holiday_Week,Days_Since_Last_Restock,Customer_Demand_Index,Weather_Impact,Is_Perishable,Stock_Coverage_Days,Price_per_Demand,Supplier_Lead_Reliability,Store_Age_Years,Last_Audit_Score,Competitor_Price_Index,Random_Noise_A,Out_of_Stock
145,Snacks,Supplier_M2,East,Large,6/3/2025,Spring,23,3.05,10,2,3.48,0,29,No,No,2,73.4,Low,0,7.3,0.98,0.816,20,97.7,3.58,54.81,0
146,Snacks,Supplier_B2,North,Medium,8/19/2025,Spring,26,2.72,29,5,4.15,0,41,No,No,8,72.1,Low,0,9.22,1.289,0.929,10,83.5,3.62,50.25,0
147,Canned Goods,Supplier_H1,South,Small,6/27/2025,Summer,17,5.08,60,7,8.35,0,34,No,No,1,76.4,Low,0,3.28,1.496,0.97,13,68.3,7.75,29.3,1
148,Produce,Supplier_U1,West,Medium,7/13/2025,Summer,7,1.95,3,1,2.45,0,23,No,Yes,3,65.9,Medium,1,3.41,1,1.262,29,84.9,2.89,45.13,0
149,Snacks,Supplier_I2,Central,Small,8/8/2025,Spring,38,6.42,46,6,6.46,0,104.5,No,No,1,63.5,Low,0,5.83,0.934,1.1,25,65.7,7.71,54.23,0
150,Produce,Supplier_O1,Central,Large,8/12/2025,Spring,3,1.06,9,3,1.42,0,17,No,No,2,51.1,Low,1,2.59,0.91,1.148,7,61.7,1.74,27.66,0
151,Dairy,Supplier_I2,Central,Small,7/21/2025,Winter,6,0.6,2,1,1.14,0,21,No,No,1,63.3,Medium,1,8.57,1.036,1.1,17,76.2,1.23,32.91,0
152,Personal Care,Supplier_I1,Central,Medium,8/1/2025,Summer,33,4.22,49,4,2.69,0,51,No,No,8,59.3,Medium,0,7.64,0.57,1.058,21,80.8,2.36,57.07,0
153,Produce,Supplier_F1,South,Small,8/15/2025,Spring,63,11.125,60,2,5.03,0,104.5,No,No,4,75.5,Low,1,5.85,0.396,0.847,12,60.6,5.7,71.63,0
154,Beverages,Supplier_Q1,West,Small,8/22/2025,Winter,4,1.57,8,5,1.6,0,41,No,No,2,62.2,Low,0,2.4,0.773,0.977,4,91.7,1.72,36.23,0
155,Beverages,Supplier_M1,Central,Medium,8/19/2025,Winter,63,7.92,30,2,3,0,104.5,Yes,No,0,89.7,Medium,0,13.22,0.356,1.004,23,73.9,3.68,49.16,0
156,Canned Goods,Supplier_I1,Central,Small,8/9/2025,Summer,30,4.08,16,2,3.37,0,68,Yes,No,2,67.2,Low,0,7.18,0.736,1.058,2,83.9,3.64,44.92,0
157,Meat,Supplier_T1,North,Medium,8/9/2025,Fall,25,2.99,4,1,0.47,0,28,No,No,0,61.9,Medium,1,8.09,0.135,0.812,27,82.3,3.34,56.5,0
158,Household,Supplier_J1,North,Large,8/25/2025,Winter,23,2.15,26,5,1.85,0,27,No,No,8.5,62.8,High,0,10.22,0.698,1.172,28,68.9,2.24,60.61,0
159,Snacks,Supplier_I2,South,Small,8/20/2025,Fall,26,2.84,60,8.5,1.83,0,30,No,No,2,57.4,High,0,8.84,0.548,1.1,6,61.9,2.1,60.5,0
160,Bakery,Supplier_L1,Central,Small,7/10/2025,Spring,7,1.05,2,1,1.92,0,18,Yes,No,1,75.5,Low,1,6.09,1.239,1.173,30,82.9,2.06,21.93,0
161,Produce,Supplier_E2,North,Small,8/22/2025,Spring,1,1.35,6,2,4.06,0,30,No,No,5,57,Medium,1,0.69,2.195,0.724,15,70.4,3.82,33.26,0
162,Bakery,Supplier_L2,East,Small,6/7/2025,Spring,35,3.11,17,2,1.96,0,37,No,No,0,51.9,High,1,10.9,0.543,0.881,7,74.8,2.19,42.51,0
163,Frozen,Supplier_Y1,Central,Medium,6/20/2025,Fall,13,2.11,8,2,4.62,0,31,No,No,2,64.4,Low,1,5.88,1.77,0.977,30,77.4,4.71,52.08,0
164,Personal Care,Supplier_G2,West,Large,6/26/2025,Fall,63,11.125,60,3,6.72,0,104.5,No,No,0,100,Low,0,4.06,0.251,0.74,16,74.8,7.17,53.54,0
165,Meat,Supplier_B2,North,Large,8/24/2025,Fall,14,3.39,10,2,2.09,0,31,No,No,3,66.9,Low,1,4.01,0.537,0.929,34,68.5,1.84,90.54,0
166,Dairy,Supplier_H1,South,Small,8/15/2025,Spring,8,3.97,20,3,1.67,0,48,No,No,1,63.3,Medium,1,1.97,0.374,0.97,26,75.9,1.89,53.65,0
167,Household,Supplier_Y1,South,Large,8/26/2025,Fall,13,4.34,11,1,4.28,0,39,No,No,3,66.1,Medium,0,2.93,0.884,0.977,17,62.5,3.65,65.03,0
168,Produce,Supplier_P2,West,Medium,8/14/2025,Spring,12,1.93,2,1,2.4,0,21,Yes,No,0,72.1,Low,1,5.91,0.988,0.94,21,98.2,2.8,43.04,0
169,Bakery,Supplier_S2,West,Medium,6/28/2025,Spring,44,5.74,11,1,2.28,0,57,Yes,No,0,81.6,Medium,1,7.53,0.365,0.983,2,82.4,2.63,58.46,0
170,Snacks,Supplier_J2,Central,Large,7/25/2025,Fall,22,1.7,11,3,1.2,0,39,No,No,3,45.1,Low,0,12.22,0.545,1.102,13,66.5,1.17,18.59,0
171,Dairy,Supplier_Q2,East,Small,8/21/2025,Spring,2,3.39,5,1,1.87,0,36,No,No,0,63.7,Medium,1,0.57,0.481,1.123,16,72.1,2.14,55.05,1
172,Beverages,Supplier_E1,East,Medium,8/2/2025,Winter,3,1.38,6,3,3.55,0,24,No,No,2,56.6,Low,0,2.03,1.888,1.003,16,90.2,4.29,64.45,0
173,Beverages,Supplier_C2,South,Large,7/25/2025,Spring,15,2,33,8.5,5.27,0,33,Yes,No,3,61.9,Low,0,7.14,2.108,1.058,4,72.6,6.23,54.57,0
174,Household,Supplier_Z1,East,Small,8/26/2025,Summer,4,4.5,45,4,4.1,0,80,Yes,No,8.5,64.9,Medium,0,0.87,0.82,0.938,23,83.8,5,48.9,1
175,Produce,Supplier_Z1,South,Small,6/13/2025,Spring,32,2.05,22,4,0.64,0,46,No,No,0,50.2,Low,1,14.88,0.251,0.938,18,97.5,0.63,43.14,0
176,Personal Care,Supplier_Q2,East,Medium,8/9/2025,Spring,11,0.81,2,3,1.51,0,11,No,No,4,54.8,Low,0,12.09,1.153,1.123,10,80.1,1.31,42.93,1
177,Bakery,Supplier_F2,Central,Small,6/14/2025,Winter,6,1.73,9,3,4.51,0,34,Yes,No,6,66.7,Low,1,3.28,2.022,1.242,9,79,4.78,45.57,0
178,Frozen,Supplier_I2,South,Small,8/10/2025,Fall,14,0.79,4,4,2.43,0,22,No,No,2,51.7,High,1,15.73,1.884,1.1,7,93.7,2.33,43.59,0
179,Household,Supplier_H2,North,Medium,6/7/2025,Fall,1,3.77,16,2,3.32,0,69,Yes,No,0,67.1,High,0,0.26,0.778,1.095,13,92.3,3.29,49.15,1
180,Meat,Supplier_B2,East,Small,7/18/2025,Summer,6,2.74,12,2,6.68,0,54,No,Yes,6,83.4,Low,1,2.11,2.062,0.929,22,62.4,6.36,34.64,0
181,Produce,Supplier_E2,West,Small,6/27/2025,Winter,3,2.15,5,1,2.56,0,30,No,No,2,55.6,High,1,1.33,0.966,0.724,15,77.1,2.88,75.79,0
182,Beverages,Supplier_A1,Central,Small,6/1/2025,Spring,19,0.42,2,1,1.85,0,25,No,No,1,46.2,Low,0,22.535,2.011,0.722,28,70.6,2.05,55.53,1
183,Meat,Supplier_S2,South,Medium,8/6/2025,Winter,10,2.82,8,2,2.87,0,18,No,No,0,67.5,Medium,1,3.42,0.864,0.983,26,79.9,2.54,21.35,0
184,Beverages,Supplier_R2,South,Medium,7/19/2025,Spring,7,0.94,2,2,9.09,0,10,No,No,0,50.9,Medium,0,6.73,4.277,0.718,31,92.4,10.335,32.78,0
185,Dairy,Supplier_W1,East,Large,7/1/2025,Fall,3,2.69,8,1,2.99,0,21,No,Yes,5,66,High,1,1.08,0.937,1.245,7,97.9,3.45,41.23,1
186,Dairy,Supplier_F2,East,Small,8/4/2025,Spring,14,0.88,2,1,1.27,0,17,No,No,0,71.7,Low,1,14.29,0.92,1.242,33,80.1,1.3,47.22,0
187,Bakery,Supplier_P2,Central,Small,7/21/2025,Summer,17,2.19,21,3,3.22,0,27,No,Yes,3,52.7,Medium,1,7.42,1.197,0.94,11,85.1,2.76,70.73,0
188,Snacks,Supplier_M1,East,Small,7/11/2025,Summer,31,4.64,60,7,4.51,0,43,No,Yes,7,64.7,Low,0,6.54,0.877,1.004,27,83.8,5.34,35.78,0
189,Household,Supplier_E2,Central,Medium,7/11/2025,Spring,7,3.18,11,2,1.33,0,41,No,No,4,55.7,High,0,2.13,0.361,0.724,29,94,1.53,37.07,0
190,Meat,Supplier_W1,Central,Medium,6/22/2025,Fall,8,3.08,4,1,8.69,0,30,No,No,0,43.9,Medium,1,2.52,2.427,1.245,24,65.2,10.335,67.7,0
191,Beverages,Supplier_M2,North,Medium,7/25/2025,Summer,63,11.125,60,2,9.765,0,104.5,No,No,1,100,Low,0,8.76,1.255,0.816,9,90.7,10.335,52.47,0
192,Bakery,Supplier_N2,South,Medium,6/11/2025,Summer,3,4.1,12,2,4.7,0,43,No,No,8.5,77.3,Low,1,0.71,1.022,0.872,14,62,4.76,51.37,1
193,Snacks,Supplier_I2,North,Medium,7/8/2025,Fall,45,11.125,60,8.5,6.44,0,104.5,Yes,No,1,100,Low,0,2.19,0.307,1.1,7,87,6.15,43.04,0
194,Canned Goods,Supplier_N1,West,Large,8/18/2025,Fall,63,11.125,60,4,4.87,0,89,No,No,4,87.7,Medium,0,6.73,0.406,1.198,18,79.3,5.3,53.55,0
195,Canned Goods,Supplier_V1,North,Medium,8/14/2025,Fall,3,0.57,6,5,3.1,0,15,No,No,6,38,Medium,0,4.48,2.897,1.08,28,70.5,2.93,60.71,0
196,Beverages,Supplier_K1,South,Small,8/16/2025,Winter,23,2.3,2,1,3.4,0,37,Yes,Yes,3,68,High,0,9.58,1.214,0.827,32,90.9,2.99,19.83,0
197,Meat,Supplier_M2,South,Small,7/16/2025,Summer,8,5.9,27,2,2.67,0,43,No,No,8.5,72.9,Medium,1,1.33,0.417,0.816,32,60.8,2.92,49.6,0
198,Meat,Supplier_U1,East,Large,8/3/2025,Summer,12,3.89,21,3,1.26,0,18,No,No,8.5,52,Medium,1,3.01,0.287,1.262,16,76.4,1.1,72.72,0
199,Household,Supplier_E1,East,Medium,8/9/2025,Summer,18,2.85,38,7,3.12,0,53,No,No,6,42.7,Low,0,6.1,0.931,1.003,24,88.6,2.94,31.95,0
200,Dairy,Supplier_Z1,Central,Medium,8/7/2025,Summer,24,5.53,15,1,9.765,0,61,No,No,0,75.9,High,1,4.26,2.104,0.938,5,77.3,10.335,59.38,0
201,Dairy,Supplier_O2,Central,Medium,6/11/2025,Summer,2,1.44,7,1,5.16,0,18,No,No,0,62.6,Low,1,1.3,2.66,1.138,6,80.6,5.78,42.51,0
202,Produce,Supplier_Q1,West,Large,6/9/2025,Fall,0,1.97,3,3,2.55,0,24,No,No,8.5,45.5,Medium,1,0,1.032,1.262,14,72.2,3.04,41.42,1
203,Canned Goods,Supplier_R1,Central,Small,7/8/2025,Winter,17,0.55,2,2,1.36,0,37,Yes,No,0,50.6,Low,0,22.535,1.295,0.807,24,84.7,1.59,48,0
204,Produce,Supplier_B2,North,Small,8/28/2025,Spring,20,1.41,5,2,8.97,0,42,Yes,No,3,61.3,Low,1,13.25,4.277,0.929,4,95.8,10.335,60.58,0
205,Meat,Supplier_M2,North,Medium,8/7/2025,Spring,19,7.72,60,5,2.76,0,44,No,No,1,71.9,High,1,2.43,0.336,0.816,11,62.2,2.92,27.29,1
206,Household,Supplier_J2,South,Medium,7/26/2025,Spring,63,9.07,60,8.5,0.95,0,104.5,No,No,3,67.8,Medium,0,8.4,0.099,1.102,18,70,1.1,45.93,1
207,Personal Care,Supplier_R1,East,Medium,8/1/2025,Summer,2,1.15,8,4,2.17,0,29,No,No,8,57.2,Medium,0,1.6,1.315,0.807,1,80.1,2.63,62.01,0
208,Dairy,Supplier_R1,South,Medium,7/5/2025,Winter,63,11.125,60,2,9.765,0,104.5,No,No,3,100,High,1,4.61,0.418,0.807,29,89.2,10.335,40.21,0
209,Dairy,Supplier_P1,East,Small,7/8/2025,Winter,63,9.33,60,5,1.54,0,104.5,Yes,No,5,85.9,High,1,8.48,0.157,0.975,13,60.2,1.62,14.73,0
210,Meat,Supplier_X1,Central,Medium,8/16/2025,Spring,4,4.2,11,2,4.53,0,81,No,No,0,58.9,Low,1,0.93,0.964,0.766,14,88.1,4.17,36.31,1
211,Personal Care,Supplier_Y1,North,Medium,7/25/2025,Fall,12,0.9,7,4,2.44,0,31,No,Yes,4,64.2,Medium,0,12,1.743,0.977,1,99.1,2.86,20.37,1
212,Bakery,Supplier_P2,South,Large,8/13/2025,Winter,21,11.125,26,1,4.53,0,68,Yes,No,1,100,Medium,1,1.31,0.275,0.94,8,68.8,5.42,61.59,0
213,Snacks,Supplier_F2,Central,Medium,7/25/2025,Spring,11,4.66,60,8.5,1.53,0,63,Yes,No,0,71.7,Low,0,2.31,0.297,1.242,16,69.5,1.61,59.65,1
214,Personal Care,Supplier_J1,South,Medium,6/23/2025,Summer,30,4.2,49,5,6.14,0,46,Yes,No,0,54.9,Medium,0,6.98,1.306,1.172,2,98.7,5.27,47.35,0
215,Personal Care,Supplier_Q1,West,Medium,8/14/2025,Spring,25,8.34,60,4,2.9,0,104.5,Yes,No,1,77.5,High,0,2.96,0.328,0.977,18,68.3,2.48,27.72,1
216,Canned Goods,Supplier_K1,South,Medium,6/8/2025,Winter,16,2.13,8,2,3.22,0,24,No,No,1,63.3,Low,0,7.17,1.224,0.827,34,87.4,3.26,66.03,0
217,Dairy,Supplier_P1,East,Large,8/19/2025,Summer,17,2.44,10,2,1.74,0,24,Yes,No,2,64,High,1,6.69,0.592,0.975,5,84.8,1.58,46.74,0
218,Personal Care,Supplier_L2,East,Medium,6/28/2025,Spring,5,0.61,13,8.5,9.765,0,13,Yes,No,8,53,Low,0,7.04,4.277,0.881,22,72.2,10.335,54.95,1
219,Dairy,Supplier_B1,North,Small,6/22/2025,Summer,57,11.125,51,2,4.21,0,104.5,No,No,3,90.3,Low,1,4.66,0.334,0.71,3,79.8,4.79,71.78,0
220,Snacks,Supplier_U1,North,Small,6/5/2025,Fall,2,5.8,41,5,9.765,0,96,No,Yes,2,63.7,Medium,0,0.34,2.073,1.262,4,79,10.335,38.34,1
221,Dairy,Supplier_W1,North,Small,6/25/2025,Summer,13,6.04,40,3,3.43,0,65,No,No,6,78.4,Medium,1,2.12,0.524,1.245,18,73.4,3.88,63.59,0
222,Dairy,Supplier_N1,Central,Small,6/14/2025,Winter,16,3.39,8,1,2.47,0,50,No,No,3,64.6,High,1,4.58,0.635,1.198,5,66.8,2.33,64.75,0
223,Snacks,Supplier_G1,North,Medium,6/25/2025,Winter,58,6.15,10,1,1.09,0,77,No,No,1,67.6,Medium,0,9.28,0.164,1.105,22,91.7,1.33,69.2,0
224,Personal Care,Supplier_E2,Central,Medium,6/18/2025,Summer,2,1.85,26,5,9.765,0,10,No,Yes,1,75.5,Low,0,1.03,4.277,0.724,13,87.9,10.335,61.44,1
225,Canned Goods,Supplier_R2,Central,Small,7/29/2025,Fall,0,2.75,3,1,5.06,0,39,No,No,8,54.1,Low,0,0,1.557,0.718,30,85.6,5.36,51.54,1
226,Snacks,Supplier_J1,North,Medium,8/3/2025,Fall,63,5.54,60,8,4.33,0,101,No,No,8,70,Medium,0,12.23,0.717,1.172,3,70.5,4.51,62.19,1
227,Bakery,Supplier_A2,North,Medium,8/25/2025,Spring,17,6.81,24,2,6.03,0,72,Yes,Yes,2,86.1,Medium,1,2.46,0.825,0.948,2,65.8,6.7,38.63,1
228,Bakery,Supplier_P2,Central,Medium,7/2/2025,Winter,1,4.23,13,2,2.54,0,31,No,No,6,68.5,High,1,0.23,0.537,0.94,32,80.1,2.79,19.52,1
229,Beverages,Supplier_K1,South,Medium,6/5/2025,Fall,4,1.56,14,6,2.97,0,32,No,No,5,59.8,Medium,0,2.41,1.442,0.827,17,74.9,2.64,44.95,1
230,Bakery,Supplier_H1,East,Medium,6/29/2025,Summer,29,11.125,60,4,5.04,0,104.5,No,No,1,100,Low,1,1,0.172,0.97,4,85.3,5.89,27.35,1
231,Personal Care,Supplier_A2,North,Medium,8/29/2025,Spring,11,1.16,2,2,3.66,0,32,No,No,0,49.3,Medium,0,8.73,2.205,0.948,4,86.4,3.85,42.62,0
232,Bakery,Supplier_H1,East,Small,7/21/2025,Winter,38,4.86,25,3,2.81,0,56,No,No,0,50.6,Medium,1,7.66,0.524,0.97,17,79.3,3.19,45.94,0
233,Produce,Supplier_K1,West,Small,6/25/2025,Winter,8,4.48,23,3,2.32,0,73,No,No,5,66.7,Medium,1,1.75,0.466,0.827,8,80.1,2.72,35.5,0
234,Personal Care,Supplier_C1,West,Large,6/16/2025,Winter,2,2.69,20,4,5.91,0,31,Yes,Yes,2,55.3,Low,0,0.72,1.853,0.988,34,83.1,5.36,41.86,1
235,Frozen,Supplier_J2,Central,Small,7/31/2025,Spring,63,11.125,60,3,3.94,0,104.5,No,No,1,96.7,Low,1,4.71,0.282,1.102,33,66.5,4.05,59.57,0
236,Dairy,Supplier_F1,North,Medium,8/3/2025,Fall,3,3.8,12,2,4.15,0,40,Yes,No,8.5,67.7,Medium,1,0.77,0.965,0.847,23,71.1,4.93,43.49,1
237,Frozen,Supplier_E1,South,Small,7/15/2025,Summer,41,3.04,3,1,1.96,0,42,No,No,3,50.4,Medium,1,13.06,0.554,1.003,27,98.4,2.26,64.86,0
238,Personal Care,Supplier_P1,Central,Medium,6/12/2025,Winter,17,11.125,60,3,9.765,0,94,No,No,8.5,89,Medium,0,1.31,1.031,0.975,29,99.1,10.335,59.83,1
239,Personal Care,Supplier_E2,Central,Medium,6/15/2025,Winter,4,0.92,2,1,1.85,0,10,No,No,0,68.2,Low,0,3.92,1.303,0.724,1,90.4,2.28,69.33,0
240,Personal Care,Supplier_I2,South,Medium,7/16/2025,Fall,24,1.61,13,3,1.25,0,31,No,No,1,64.3,Low,0,14.04,0.592,1.1,15,74.3,1.08,68.72,0
241,Dairy,Supplier_Y1,West,Small,6/26/2025,Fall,63,6.52,26,2,3.92,0,104.5,No,No,1,65,Medium,1,13.44,0.558,0.977,32,90.4,3.58,43.26,0
242,Personal Care,Supplier_K1,West,Medium,7/13/2025,Spring,24,4.45,14,2,4.22,0,46,No,No,4,67.2,Medium,0,5.27,0.853,0.827,29,70.7,4.93,38.17,0
243,Snacks,Supplier_S2,East,Small,6/7/2025,Fall,33,1.21,34,8.5,5.2,0,42,No,No,5,58.7,Medium,0,22.535,3.041,0.983,32,73.7,5.07,34.13,0
244,Bakery,Supplier_I1,Central,Large,6/24/2025,Fall,22,4.37,6,1,3.32,0,40,No,No,4,66.5,Medium,1,4.92,0.682,1.058,30,98.1,3.24,82.8,0
245,Snacks,Supplier_N1,South,Medium,7/29/2025,Winter,5,1.55,25,8.5,1.09,0,35,No,No,0,46.4,Medium,0,3.03,0.532,1.198,8,89.6,1.11,53.93,1
246,Dairy,Supplier_A2,South,Small,8/11/2025,Summer,20,1.22,2,1,6.79,0,29,No,No,0,54,Low,1,15.15,3.948,0.948,34,91.3,7.85,36.16,0
247,Frozen,Supplier_B2,Central,Small,7/11/2025,Spring,24,2.74,7,1,3.94,0,47,Yes,No,4,71.6,Medium,1,8.45,1.216,0.929,27,69.8,4.85,75.27,0
248,Snacks,Supplier_Q1,North,Small,7/17/2025,Fall,3,1.4,9,2,2.48,0,19,No,No,0,50.1,High,0,2,1.305,0.977,18,79.4,2.49,34.2,0
249,Canned Goods,Supplier_M1,North,Small,7/23/2025,Summer,1,1.11,3,1,7.74,0,36,No,No,1,56.2,Medium,0,0.83,4.277,1.004,30,70.2,8.22,46.55,1
250,Dairy,Supplier_D2,Central,Medium,8/13/2025,Fall,1,0.42,2,3,1.39,0,22,Yes,No,0,48.5,Medium,1,1.92,1.511,0.895,20,70.3,1.3,71.35,0
251,Snacks,Supplier_Q1,East,Small,6/24/2025,Fall,3,1.86,6,2,3.54,0,49,Yes,Yes,8.5,69.8,Low,0,1.53,1.5,1.095,14,89,4.21,50.7,0
252,Dairy,Supplier_F2,East,Medium,7/11/2025,Winter,11,3.89,32,3,5.56,0,40,No,No,5,69.2,High,1,2.76,1.267,1.242,15,68.1,5.56,58.4,0
253,Dairy,Supplier_S2,Central,Large,8/24/2025,Winter,2,1.99,5,2,4.73,0,39,Yes,No,4,63.6,Medium,1,0.96,1.9,0.983,1,92.9,5.04,56.45,0
254,Snacks,Supplier_H2,Central,Large,7/22/2025,Winter,14,3.09,17,4,1.03,0,35,No,No,1,54.9,Medium,0,4.39,0.287,1.095,11,92.7,1.27,69.95,0
255,Bakery,Supplier_D1,East,Small,7/13/2025,Summer,3,1.14,9,2,1.91,0,35,No,No,8,54.3,Medium,1,2.42,1.165,1.015,30,94.4,1.77,35.17,0
256,Produce,Supplier_E2,North,Medium,7/7/2025,Summer,3,2.93,14,1,2.41,0,20,No,Yes,8,74.9,Medium,1,0.99,0.703,0.724,11,63.5,2.61,50.93,1
257,Bakery,Supplier_R1,Central,Large,6/3/2025,Fall,63,11.125,60,2,5.04,0,104.5,Yes,No,5,100,High,1,2.56,0.158,0.807,8,85.5,5.1,35.2,0
258,Dairy,Supplier_J2,Central,Small,6/24/2025,Summer,1,0.92,2,2,9.41,0,22,No,Yes,2,58.5,Medium,1,0.98,4.277,1.102,7,87.9,10.335,42.02,0
259,Beverages,Supplier_O1,East,Large,8/21/2025,Spring,20,3.79,21,2,4.1,0,48,No,No,0,61.3,High,0,5.14,0.956,1.148,34,84.4,3.91,47.51,0
260,Dairy,Supplier_H1,Central,Medium,7/2/2025,Spring,31,4.25,21,2,1.77,0,57,No,No,0,77,Medium,1,7.13,0.373,0.97,10,63.6,1.84,36.9,0
261,Dairy,Supplier_T1,North,Small,8/29/2025,Summer,32,1.98,9,2,4.99,0,56,No,No,1,57,Low,1,15.38,2.012,0.812,8,68.5,4.31,30.69,0
262,Frozen,Supplier_S1,East,Small,7/4/2025,Fall,1,1.74,2,1,2.59,0,33,No,No,5,65.6,Medium,1,0.54,1.156,0.748,25,87.5,2.74,58.39,1
263,Household,Supplier_O2,Central,Large,8/3/2025,Spring,33,7.34,60,8.5,7.66,0,78,No,No,1,63.1,Low,0,4.44,0.977,1.138,15,83.1,8.58,37.8,1
264,Dairy,Supplier_C2,Central,Large,7/29/2025,Summer,17,2.24,9,2,5.34,0,21,No,No,4,54.1,High,1,7.26,1.949,1.058,26,62.1,5.67,20.14,0
265,Frozen,Supplier_P1,Central,Small,8/1/2025,Fall,1,2.19,3,1,5.29,0,44,No,No,0,62.3,Low,1,0.44,1.967,0.975,20,72.4,5.03,35.93,0
266,Household,Supplier_L1,West,Small,8/14/2025,Spring,5,5.39,19,2,3.81,0,61,No,No,0,68.7,Low,0,0.91,0.647,1.173,23,80.5,4.51,70.65,0
267,Dairy,Supplier_D1,East,Small,7/25/2025,Fall,36,1.85,2,1,5.32,0,41,Yes,Yes,1,80,Low,1,18.46,2.264,1.015,19,62.2,5.19,53.35,0
268,Produce,Supplier_M1,West,Small,7/4/2025,Fall,30,2.19,18,5,2.63,0,49,No,No,1,55.8,Low,1,13.1,0.978,1.004,22,97.2,2.51,32.25,0
269,Frozen,Supplier_S2,Central,Large,6/17/2025,Spring,39,5.93,48,5,3.27,0,76,No,No,7,76.8,Medium,1,6.47,0.509,0.983,29,77.4,2.86,41.92,0
270,Household,Supplier_N1,South,Medium,6/24/2025,Spring,2,4.84,36,4,8.18,0,33,Yes,No,1,70.4,Medium,0,0.4,1.532,1.198,6,70.7,9.79,33.88,0
271,Snacks,Supplier_L1,Central,Small,6/13/2025,Summer,44,4.68,14,2,3.32,0,49,No,No,1,62.4,Low,0,9.21,0.641,1.173,16,89.9,3.91,67.14,1
272,Snacks,Supplier_I1,South,Medium,7/22/2025,Summer,22,8.58,60,7,2.01,0,55,No,No,8.5,99.6,Low,0,2.53,0.221,1.058,18,98.2,2.48,37.98,1
273,Frozen,Supplier_C2,North,Small,6/16/2025,Winter,50,3.4,16,1,2.81,0,55,No,Yes,1,57.8,Medium,1,14.29,0.721,1.058,20,96.1,2.84,52.22,0
274,Bakery,Supplier_J1,East,Medium,7/26/2025,Winter,1,0.82,2,1,7.19,0,32,No,No,8.5,60.3,Low,1,1.09,4.277,1.172,15,83.8,6.71,37.82,0
275,Snacks,Supplier_C1,North,Medium,6/5/2025,Spring,26,3.23,10,3,0.79,0,34,No,No,1,68.8,Low,0,7.81,0.212,0.988,34,67.1,0.8,41.74,0
276,Beverages,Supplier_D2,Central,Small,8/20/2025,Winter,19,0.59,16,8.5,1.41,0,25,No,No,1,54.9,Low,0,22.535,1.294,0.895,26,94.2,1.25,59.26,0
277,Dairy,Supplier_J1,South,Large,7/28/2025,Fall,38,7.98,59,3,9.765,0,47,No,No,4,89.9,Medium,1,4.7,1.275,1.172,31,98.1,10.335,29.81,0
278,Beverages,Supplier_R2,West,Small,6/24/2025,Summer,8,6.37,17,1,8.68,0,60,No,No,3,67.8,Low,0,1.24,1.263,0.718,13,78.4,7.79,51.56,0
279,Snacks,Supplier_P1,Central,Large,6/20/2025,Summer,11,1.14,19,8.5,1.7,0,15,No,No,2,71.5,High,0,8.87,1.037,0.975,23,68.7,2.02,58.96,0
280,Bakery,Supplier_M2,West,Medium,8/9/2025,Summer,17,1.73,2,1,1.69,0,18,No,No,5,46.1,Low,1,9.29,0.758,0.816,8,69.4,1.89,42.82,0
281,Produce,Supplier_J1,East,Medium,7/28/2025,Summer,45,11.125,46,2,5.27,0,73,No,No,4,72.6,Medium,1,3.91,0.442,1.172,8,68.5,4.67,64.53,0
282,Dairy,Supplier_A1,East,Large,8/4/2025,Spring,29,5.95,16,1,2.45,0,49,No,No,1,70.9,Medium,1,4.79,0.38,0.722,9,64.3,2.35,60.31,0
283,Household,Supplier_I1,West,Small,8/14/2025,Winter,25,0.99,4,3,3.83,0,38,No,No,1,46.8,Low,0,22.535,2.57,1.058,24,91.9,4.58,40.48,0
284,Bakery,Supplier_Q1,North,Medium,8/22/2025,Winter,22,5.5,13,1,6.66,0,44,No,No,1,64.5,High,1,3.93,1.11,0.977,14,70.3,7.12,39.16,0
285,Beverages,Supplier_Z1,North,Large,8/4/2025,Fall,0,1.36,4,4,1.51,0,28,No,No,8.5,51.9,High,0,0,0.812,0.938,27,63,1.33,52.28,1
286,Dairy,Supplier_A2,South,Large,7/18/2025,Summer,29,5.57,13,1,1.12,0,81,Yes,No,1,69.1,Low,1,5.11,0.185,0.948,11,62.6,1.14,36.31,1
287,Personal Care,Supplier_I2,Central,Large,8/26/2025,Summer,20,2.94,10,3,1.31,0,29,No,No,0,59.2,Medium,0,6.58,0.381,1.1,20,91.9,1.48,36.19,0
288,Meat,Supplier_S1,East,Medium,8/11/2025,Summer,62,11.125,60,2,3.79,0,100,No,No,1,100,Low,1,3.05,0.183,0.748,10,95.6,3.93,59.33,0
289,Produce,Supplier_I1,West,Large,7/17/2025,Summer,20,5.16,15,1,4.34,0,28,No,No,2,67.5,Medium,1,3.8,0.767,1.058,9,93.6,3.97,46.54,0
290,Bakery,Supplier_M1,South,Medium,8/4/2025,Summer,11,4.48,16,1,4.08,0,17,No,No,0,69.1,Medium,1,2.4,0.819,1.004,3,99.8,5.03,33.89,0
291,Household,Supplier_M1,South,Small,6/25/2025,Winter,15,1.9,13,3,3.54,0,45,No,No,4,52.5,Medium,0,7.5,1.475,1.004,13,83.9,3.37,52.57,0
