camera_id,age_days,daily_usage_hours,avg_temperature_c,avg_humidity_percent,vibration_level,signal_strength_dbm,avg_power_consumption_w,firmware_version,camera_type,location_type,manufacturer,weather_exposure,needs_maintenance
CAM_027474,1,1057,22.2,66.1,0.95,-65.8,10.5,7,Bullet,Outdoor_Commercial,Dahua,High,1
CAM_031143,71,1073,7.1,68.4,0.16,-47.2,14.6,1,Bullet,Indoor,Dahua,High,1
CAM_021235,82,987,6.4,52.1,0.59,-51.8,19.7,10,Bullet,Outdoor_Residential,Dahua,Medium,0
CAM_001390,98,1036,25.3,69.9,1.89,-56.7,13.1,6,Dome,Indoor,Dahua,Low,0
CAM_038249,251,1003,24.0,68.4,0.63,-49.7,21.6,9,PTZ,Outdoor_Residential,Dahua,Low,0
CAM_037624,218,1060,14.3,90.7,0.01,-61.9,14.7,8,PTZ,Outdoor_Commercial,Hikvision,Low,0
CAM_042028,103,928,28.8,40.6,1.03,-56.3,13.7,6,Dome,Indoor,Bosch,Low,0
CAM_020834,85,962,19.3,27.3,0.12,-58.8,16.1,5,Bullet,Warehouse,Hikvision,Medium,0
CAM_014757,343,978,26.9,78.7,0.44,-59.8,17.7,3,Thermal,Outdoor_Residential,Hikvision,Medium,0
CAM_026396,151,1039,32.1,81.7,0.49,-46.1,12.6,8,Bullet,Indoor,Hikvision,High,0
CAM_006808,148,1005,16.7,94.1,0.12,-56.5,12.4,2,PTZ,Indoor,Axis,High,0
CAM_009225,957,893,45.0,72.1,0.09,-46.5,14.2,3,Dome,Indoor,Dahua,Low,0
CAM_048394,268,1026,18.0,66.2,0.0,-45.0,11.7,6,PTZ,Outdoor_Residential,Dahua,Low,0
CAM_005395,169,955,22.2,71.4,0.34,-64.4,19.2,4,Bullet,Outdoor_Residential,Dahua,Low,0
CAM_006943,17,990,25.4,64.5,0.33,-50.7,18.4,6,Bullet,Indoor,Hikvision,Medium,1
CAM_023870,169,1064,2.7,69.1,0.36,-50.0,15.9,5,Dome,Outdoor_Residential,Dahua,High,0
CAM_032492,274,980,26.2,81.2,0.04,-52.3,15.2,6,Bullet,Outdoor_Commercial,Hikvision,Low,0
CAM_036345,87,1000,15.0,84.2,0.42,-35.7,21.7,6,Thermal,Outdoor_Commercial,Axis,Medium,0
CAM_010755,379,1020,18.5,49.7,1.07,-62.9,21.0,2,Dome,Indoor,Axis,Medium,0
CAM_012301,324,954,29.9,66.6,0.12,-42.7,14.0,10,PTZ,Warehouse,Hikvision,Low,0
CAM_048386,117,1028,29.2,67.0,0.23,-48.1,18.2,6,Bullet,Indoor,Dahua,Low,0
CAM_042745,99,951,20.7,70.5,0.32,-54.9,17.2,2,PTZ,Outdoor_Commercial,Axis,Medium,0
CAM_029089,228,934,29.0,40.4,0.1,-56.2,13.7,9,PTZ,Outdoor_Commercial,Hikvision,Medium,0
CAM_044712,12,1006,14.8,73.9,0.27,-44.4,14.5,9,Bullet,Indoor,Hikvision,Low,1
CAM_014343,1059,1006,23.1,41.3,0.74,-47.0,12.8,7,Bullet,Indoor,Bosch,High,0
CAM_038172,348,1083,30.9,61.5,0.3,-59.7,11.2,1,Bullet,Indoor,Axis,Medium,0
CAM_005071,492,987,16.1,71.9,0.95,-65.2,14.4,5,Bullet,Outdoor_Residential,Axis,Medium,0
CAM_024121,371,1018,13.8,45.8,0.7,-56.3,17.8,6,Dome,Outdoor_Residential,Axis,Low,0
CAM_048809,836,972,23.2,42.6,0.54,-47.3,16.1,3,PTZ,Outdoor_Residential,Hikvision,Medium,0
CAM_017820,620,991,21.5,45.8,1.46,-58.7,11.5,4,Dome,Warehouse,Dahua,High,0
CAM_001122,723,990,20.8,64.9,0.37,-68.6,17.7,5,Bullet,Outdoor_Residential,Hikvision,Low,0
CAM_011264,473,1017,16.1,73.5,0.81,-44.9,15.4,10,Bullet,Indoor,Axis,High,0
CAM_030579,454,977,32.5,74.7,0.13,-55.4,12.2,1,Bullet,Outdoor_Commercial,Hikvision,Low,0
CAM_045464,133,1027,15.6,54.5,0.96,-52.6,13.4,6,Bullet,Outdoor_Commercial,Dahua,Low,1
CAM_048216,119,987,20.9,63.1,0.38,-50.0,12.6,5,Bullet,Outdoor_Commercial,Axis,High,1
CAM_043044,869,979,4.4,38.0,0.28,-56.8,8.8,1,PTZ,Warehouse,Dahua,High,0
CAM_015656,183,1039,26.0,50.4,0.04,-58.2,14.0,6,Dome,Outdoor_Residential,Hikvision,High,0
CAM_001900,294,1026,23.0,81.1,1.11,-63.7,11.9,5,Dome,Warehouse,Hikvision,Low,0
CAM_000147,254,966,25.4,55.5,1.01,-55.2,14.0,10,Bullet,Indoor,Axis,Low,0
CAM_029642,193,1025,39.0,53.9,0.15,-65.8,12.7,6,Bullet,Outdoor_Residential,Axis,High,1
CAM_003211,408,942,32.9,41.8,0.07,-55.6,15.3,9,Bullet,Outdoor_Residential,Hikvision,Medium,0
CAM_043850,216,962,24.2,52.5,0.15,-51.9,11.1,10,Dome,Indoor,Axis,Low,0
CAM_002354,469,999,14.1,82.9,0.07,-63.7,16.6,9,Bullet,Indoor,Hikvision,Medium,0
CAM_031520,446,960,24.0,52.2,0.27,-54.1,13.4,8,PTZ,Outdoor_Commercial,Hikvision,Low,0
CAM_042583,640,1008,25.8,58.2,0.49,-47.0,18.0,4,Dome,Indoor,Axis,Low,0
CAM_043337,442,931,27.4,63.6,0.21,-38.2,16.7,4,Dome,Outdoor_Residential,Axis,Low,1
CAM_045284,542,1014,12.5,83.8,0.14,-58.4,15.8,6,Bullet,Indoor,Dahua,Low,0
CAM_046956,366,1027,30.0,58.1,0.76,-62.8,10.9,4,Bullet,Outdoor_Residential,Axis,Medium,0
CAM_048790,406,957,18.1,86.0,0.09,-54.0,16.1,4,Dome,Outdoor_Commercial,Hikvision,Low,0
CAM_036585,22,949,13.5,54.6,0.31,-45.0,12.3,1,Dome,Outdoor_Residential,Dahua,Medium,0
CAM_010465,167,940,15.9,44.7,0.52,-53.9,12.1,4,PTZ,Indoor,Bosch,Medium,0
CAM_007821,175,983,36.8,75.5,0.06,-44.3,12.9,8,Dome,Indoor,Dahua,Medium,1
CAM_007205,74,1021,31.1,87.1,0.25,-60.3,13.7,5,Dome,Outdoor_Residential,Dahua,High,0
CAM_006413,184,1062,21.2,84.2,1.4,-55.1,15.4,8,Bullet,Outdoor_Commercial,Hikvision,Low,0
CAM_034046,292,1020,10.9,39.1,0.02,-59.1,16.1,5,PTZ,Outdoor_Commercial,Hikvision,Medium,0
CAM_012728,307,1027,24.7,21.3,0.41,-59.2,15.7,4,Dome,Outdoor_Residential,Axis,Medium,0
CAM_006925,14,993,12.9,44.1,0.09,-51.9,17.4,4,Dome,Indoor,Hikvision,Low,0
CAM_027995,88,906,17.4,51.4,0.01,-55.8,13.6,5,Dome,Warehouse,Bosch,High,1
CAM_037612,861,1030,19.7,67.9,0.07,-54.7,14.5,3,PTZ,Indoor,Axis,Medium,0
CAM_039483,16,935,13.6,65.8,1.15,-47.0,12.7,5,PTZ,Outdoor_Residential,Axis,Low,0
CAM_003016,481,1011,12.3,79.6,0.32,-48.9,17.7,2,Bullet,Warehouse,Hikvision,Medium,0
CAM_001640,283,963,26.3,54.5,0.99,-38.8,18.9,9,PTZ,Indoor,Bosch,High,0
CAM_008883,140,993,35.7,57.5,0.8,-51.4,20.6,3,Dome,Indoor,Hikvision,Medium,0
CAM_037601,745,1057,34.4,45.1,0.65,-53.2,14.3,3,Bullet,Outdoor_Residential,Dahua,Medium,0
CAM_012969,99,1070,25.9,53.4,0.07,-55.0,12.5,9,PTZ,Outdoor_Commercial,Hikvision,Low,0
CAM_023463,83,1032,25.4,36.9,0.39,-52.7,16.1,1,PTZ,Outdoor_Residential,Axis,High,0
CAM_015757,113,973,15.4,67.9,0.72,-48.7,15.6,3,Bullet,Warehouse,Hikvision,Low,0
CAM_044076,181,997,17.6,56.7,0.28,-68.5,10.3,9,Dome,Outdoor_Residential,Hikvision,High,0
CAM_004086,51,1052,27.6,87.1,0.04,-61.6,16.3,8,Dome,Indoor,Dahua,Low,0
CAM_000508,1091,1023,28.3,33.3,2.06,-67.7,19.8,3,Bullet,Outdoor_Commercial,Dahua,High,0
CAM_006354,925,1017,16.3,62.6,0.48,-61.8,15.0,1,Thermal,Indoor,Dahua,Medium,0
CAM_029644,104,999,26.4,74.7,0.35,-58.9,17.3,7,Dome,Outdoor_Residential,Dahua,High,0
CAM_020815,427,983,17.3,92.2,0.23,-72.4,18.4,9,Dome,Outdoor_Residential,Bosch,High,0
CAM_006234,173,961,29.4,84.4,0.24,-53.9,12.0,8,Dome,Warehouse,Axis,Low,0
CAM_031989,166,1004,15.6,58.2,0.0,-67.7,12.4,2,PTZ,Indoor,Hikvision,High,0
CAM_012995,1028,946,28.4,64.3,0.2,-63.3,10.3,6,Bullet,Outdoor_Residential,Dahua,Low,0
CAM_042501,59,944,24.1,44.1,0.15,-53.5,14.7,5,Bullet,Outdoor_Commercial,Dahua,Medium,0
CAM_038920,148,1029,30.5,60.2,0.49,-62.0,14.9,2,Bullet,Outdoor_Residential,Hikvision,High,0
CAM_000262,55,1000,14.8,38.3,1.53,-51.9,14.8,3,Dome,Outdoor_Commercial,Dahua,Medium,1
CAM_007891,255,1024,31.2,49.1,0.01,-59.6,14.0,2,Bullet,Outdoor_Residential,Hikvision,Medium,0
CAM_010527,26,1010,15.2,56.6,0.43,-61.1,13.5,4,PTZ,Warehouse,Hikvision,Medium,0
CAM_018600,148,930,18.2,43.6,0.11,-54.9,14.5,3,Dome,Outdoor_Residential,Dahua,Medium,0
CAM_024114,129,1037,17.7,37.9,0.56,-60.0,15.8,3,PTZ,Outdoor_Commercial,Axis,Medium,0
CAM_033498,212,998,21.2,70.8,1.11,-61.2,16.3,5,PTZ,Indoor,Axis,High,0
CAM_013471,330,988,21.9,51.7,0.04,-51.8,17.6,10,PTZ,Outdoor_Residential,Hikvision,High,0
CAM_031725,784,1035,22.7,71.4,1.77,-61.3,18.4,7,Bullet,Outdoor_Commercial,Bosch,Medium,0
CAM_023690,169,1015,13.4,82.3,0.35,-54.0,14.9,2,Dome,Outdoor_Residential,Dahua,Low,0
CAM_010557,713,1090,29.1,74.5,0.27,-53.4,13.3,7,Bullet,Indoor,Dahua,Medium,0
CAM_006556,166,1010,30.0,86.4,0.7,-44.8,11.1,8,Bullet,Outdoor_Residential,Hikvision,Medium,0
CAM_045577,49,1020,6.8,50.6,0.15,-68.3,15.4,7,Bullet,Outdoor_Commercial,Axis,Medium,0
CAM_041503,326,959,25.4,91.2,0.66,-48.6,13.2,8,PTZ,Indoor,Dahua,High,0
CAM_027872,167,986,20.4,77.4,2.21,-48.1,15.6,4,Dome,Outdoor_Residential,Hikvision,Low,0
CAM_010810,377,1009,29.1,76.9,1.5,-60.6,14.0,2,Bullet,Outdoor_Residential,Hikvision,Low,0
CAM_038214,165,967,18.4,77.9,0.33,-64.7,16.1,4,Bullet,Outdoor_Commercial,Hikvision,Medium,0
CAM_011730,452,1020,24.0,13.1,0.43,-52.8,12.0,3,Bullet,Indoor,Dahua,Low,0
CAM_027438,377,923,20.1,60.8,0.76,-48.4,19.6,7,Bullet,Outdoor_Commercial,Hikvision,High,0
CAM_021779,8,1018,14.3,67.5,0.13,-59.3,18.7,1,Bullet,Outdoor_Residential,Axis,Low,0
CAM_034079,283,1010,18.8,57.2,0.02,-52.3,14.0,8,PTZ,Outdoor_Commercial,Hikvision,Medium,0
CAM_022915,336,929,12.7,46.4,1.13,-64.0,21.6,3,Bullet,Indoor,Axis,Medium,0
CAM_008085,394,998,18.3,67.1,3.67,-66.2,11.7,2,Dome,Outdoor_Residential,Hikvision,Low,0
CAM_043467,18,1020,21.7,46.4,0.29,-58.0,15.2,7,Bullet,Outdoor_Residential,Dahua,High,0
CAM_014709,21,1004,20.8,34.3,1.49,-63.3,20.5,9,Dome,Indoor,Bosch,High,0
CAM_015466,834,1010,22.5,68.6,0.09,-57.3,13.0,2,Dome,Outdoor_Residential,Axis,Low,0
CAM_037172,253,956,18.5,42.2,1.51,-61.5,14.7,2,Bullet,Outdoor_Commercial,Hikvision,Low,0
CAM_028748,64,1036,28.5,42.6,0.29,-40.5,11.4,7,Dome,Outdoor_Commercial,Bosch,Low,0
CAM_003104,109,1004,12.2,51.2,0.41,-63.8,16.7,2,Bullet,Warehouse,Hikvision,Medium,0
CAM_000708,107,1047,24.3,50.9,0.73,-69.2,12.9,2,Dome,Outdoor_Commercial,Hikvision,Low,0
CAM_038385,82,1027,16.2,54.4,0.0,-51.3,14.3,1,Dome,Outdoor_Residential,Hikvision,Low,0
CAM_023444,705,1010,23.2,30.0,0.19,-56.5,18.8,9,Dome,Outdoor_Residential,Bosch,Low,0
CAM_026510,10,987,33.3,72.3,0.1,-47.4,18.2,8,Dome,Warehouse,Hikvision,Medium,1
CAM_008466,209,973,18.2,70.1,0.32,-48.6,17.1,7,Bullet,Outdoor_Residential,Axis,Low,0
CAM_006230,315,1019,19.3,50.3,0.12,-54.5,16.8,5,Bullet,Indoor,Dahua,Low,0
CAM_046358,611,986,23.4,61.7,0.16,-63.9,14.2,9,Bullet,Warehouse,Axis,Low,0
CAM_039357,170,1059,28.8,55.3,0.14,-65.1,11.7,1,Bullet,Outdoor_Commercial,Bosch,High,0
CAM_016386,15,1004,15.5,55.0,0.19,-76.9,18.6,7,Bullet,Outdoor_Residential,Axis,High,0
CAM_034165,81,1001,32.7,39.9,0.2,-56.0,13.5,6,PTZ,Warehouse,Hikvision,Low,0
CAM_004168,138,986,10.7,65.3,0.75,-55.4,16.9,3,Dome,Outdoor_Residential,Hikvision,Low,0
CAM_005803,617,1105,22.1,43.1,0.19,-52.5,11.4,9,Dome,Indoor,Hikvision,High,0
CAM_012753,20,1052,21.5,62.0,0.54,-50.9,14.3,1,PTZ,Outdoor_Commercial,Axis,Low,1
CAM_002189,399,1112,14.3,56.5,0.26,-54.0,12.5,10,Dome,Indoor,Dahua,Low,0
CAM_012187,347,972,24.6,51.3,0.68,-80.0,12.3,8,Bullet,Outdoor_Residential,Axis,Medium,0
CAM_031727,68,1027,20.6,32.6,0.22,-46.7,15.1,10,Dome,Outdoor_Residential,Hikvision,Medium,1
CAM_019245,2021,997,21.6,74.5,0.06,-46.0,14.7,3,Bullet,Indoor,Axis,Medium,0
CAM_037866,645,965,31.7,91.2,0.75,-61.3,16.0,7,PTZ,Indoor,Bosch,Low,0
CAM_043514,0,1055,14.6,62.9,0.11,-60.6,19.6,6,PTZ,Outdoor_Residential,Hikvision,Medium,0
CAM_008718,784,1005,18.2,34.2,1.55,-46.5,17.2,10,Dome,Warehouse,Axis,High,0
CAM_028824,163,972,22.6,69.0,0.01,-66.3,11.3,3,Thermal,Outdoor_Commercial,Axis,Medium,0
CAM_024468,376,947,17.9,73.2,0.08,-61.0,14.5,7,PTZ,Outdoor_Commercial,Hikvision,Medium,0
CAM_048252,21,958,19.8,43.7,0.02,-58.5,15.7,1,Bullet,Outdoor_Commercial,Dahua,Medium,0
CAM_007201,53,1084,27.8,36.1,0.03,-63.5,14.1,2,Dome,Outdoor_Commercial,Axis,Low,0
CAM_009282,466,1054,19.8,73.4,1.15,-54.4,10.2,6,Bullet,Outdoor_Commercial,Dahua,Low,0
CAM_026820,120,956,24.8,79.6,0.06,-60.3,11.7,10,Dome,Outdoor_Residential,Axis,Low,0
CAM_027373,189,1022,19.8,42.3,0.04,-51.3,17.8,3,Thermal,Outdoor_Commercial,Hikvision,Low,0
CAM_022492,744,1062,20.3,51.4,0.24,-51.2,11.5,5,Dome,Outdoor_Commercial,Hikvision,Low,0
CAM_045637,94,1033,21.8,88.4,0.83,-72.9,12.3,5,Dome,Outdoor_Commercial,Axis,High,0
CAM_045879,30,1030,23.9,53.3,1.01,-46.4,18.7,8,Bullet,Outdoor_Commercial,Axis,High,0
CAM_029339,489,1071,23.0,83.8,1.06,-63.1,17.6,1,Bullet,Indoor,Axis,Low,0
CAM_046547,707,958,16.4,52.5,0.5,-63.6,15.9,8,Dome,Warehouse,Axis,Low,0
CAM_010803,1041,965,10.6,81.5,0.25,-63.8,15.7,10,Bullet,Outdoor_Residential,Hikvision,Low,0
CAM_020964,952,940,21.4,68.3,0.12,-60.7,19.1,7,Bullet,Indoor,Dahua,Low,0
CAM_030032,1296,980,30.2,61.0,0.0,-53.8,23.6,10,Dome,Outdoor_Residential,Dahua,Low,0
CAM_005222,67,977,20.8,58.3,1.09,-62.2,17.5,1,Bullet,Outdoor_Residential,Bosch,Medium,0
CAM_000659,308,1045,33.7,72.0,0.44,-47.6,12.3,10,Dome,Indoor,Dahua,Low,0
CAM_033245,203,977,20.8,69.0,0.63,-64.2,10.0,9,Bullet,Warehouse,Hikvision,Medium,0
CAM_005865,213,1043,42.3,87.2,0.21,-63.8,19.9,7,PTZ,Outdoor_Commercial,Axis,Medium,0
CAM_048871,871,970,17.4,36.8,0.66,-51.9,18.0,4,PTZ,Outdoor_Commercial,Axis,Low,0
CAM_022985,580,928,15.0,70.4,0.34,-67.5,17.7,6,Dome,Outdoor_Commercial,Dahua,Medium,0
CAM_028880,185,1026,22.0,54.7,0.3,-49.3,14.2,2,Dome,Indoor,Hikvision,Low,1
CAM_047087,452,1020,29.2,50.6,1.25,-51.9,9.7,9,PTZ,Outdoor_Residential,Dahua,High,0
CAM_026527,864,977,25.5,73.4,0.54,-40.4,16.8,7,Dome,Outdoor_Residential,Axis,High,0
CAM_009647,276,982,29.9,72.6,0.12,-43.7,14.0,7,Bullet,Warehouse,Axis,High,0
CAM_049545,41,1053,6.7,44.1,1.03,-60.9,17.1,8,Bullet,Outdoor_Commercial,Dahua,Low,0
CAM_032374,965,997,14.0,57.2,0.31,-55.5,16.9,10,PTZ,Outdoor_Residential,Hikvision,High,0
CAM_026158,2172,1011,29.6,53.8,0.02,-59.3,14.2,7,Dome,Indoor,Dahua,Medium,0
CAM_011711,45,982,20.7,43.9,0.01,-57.6,17.4,9,Dome,Indoor,Dahua,Low,0
CAM_027238,250,1001,17.3,48.7,0.85,-45.1,13.1,3,Bullet,Outdoor_Commercial,Dahua,High,1
CAM_018353,953,1012,23.7,59.0,1.43,-57.2,20.2,4,Bullet,Outdoor_Commercial,Hikvision,Medium,0
CAM_049514,513,1001,17.3,81.4,0.94,-57.3,16.4,8,Dome,Outdoor_Commercial,Bosch,Low,0
CAM_021724,186,1010,16.2,57.1,0.6,-47.6,14.4,4,Dome,Outdoor_Residential,Dahua,Medium,0
CAM_025924,366,970,30.2,15.9,0.33,-57.3,14.8,10,Bullet,Indoor,Hikvision,Low,0
CAM_041389,61,952,18.8,68.5,0.13,-59.7,16.9,3,Bullet,Warehouse,Dahua,Low,0
CAM_004772,97,1091,23.6,54.6,0.46,-50.8,17.4,2,Dome,Outdoor_Commercial,Hikvision,Medium,0
CAM_035204,29,1017,14.2,50.9,1.59,-52.7,16.8,8,Dome,Indoor,Hikvision,Medium,0
CAM_027878,66,994,14.9,52.5,0.05,-66.4,12.1,2,PTZ,Indoor,Hikvision,Medium,1
CAM_005874,196,1042,29.0,63.4,0.04,-53.7,18.3,1,Bullet,Warehouse,Dahua,Low,1
CAM_017804,1152,919,22.1,70.9,0.27,-53.5,17.6,7,Bullet,Indoor,Hikvision,Low,0
CAM_034223,56,945,29.5,41.2,2.72,-58.1,15.6,6,PTZ,Outdoor_Commercial,Axis,Medium,0
CAM_007841,211,924,17.3,60.6,0.12,-47.0,14.5,6,Dome,Indoor,Hikvision,Low,0
CAM_015922,99,1019,-3.2,77.3,0.12,-45.1,17.4,1,PTZ,Warehouse,Bosch,Medium,1
CAM_028366,258,952,10.3,62.3,0.09,-53.4,16.0,6,Dome,Warehouse,Axis,Low,0
CAM_012083,86,973,21.8,71.0,0.89,-52.5,13.4,3,Dome,Outdoor_Commercial,Axis,Medium,0
CAM_020033,177,971,32.9,45.7,0.41,-50.1,16.7,1,Thermal,Outdoor_Residential,Dahua,High,0
CAM_014487,658,1009,27.4,89.0,0.73,-54.6,17.1,9,Bullet,Outdoor_Commercial,Bosch,Low,0
CAM_020818,230,1062,26.3,81.6,0.04,-69.7,13.5,7,PTZ,Outdoor_Residential,Dahua,Medium,0
CAM_037517,360,1044,30.4,68.1,0.1,-80.0,16.3,3,Bullet,Outdoor_Residential,Axis,High,0
CAM_044235,316,934,21.4,77.7,0.47,-52.3,16.2,1,Bullet,Indoor,Dahua,Low,0
CAM_048650,208,986,21.5,83.3,0.66,-64.3,12.7,6,Dome,Indoor,Hikvision,High,0
CAM_036235,516,1034,31.2,65.0,0.33,-50.7,11.6,2,Dome,Outdoor_Residential,Hikvision,High,0
CAM_021069,345,988,10.9,55.0,0.28,-56.2,21.2,8,Bullet,Outdoor_Residential,Dahua,Low,0
CAM_009523,406,965,23.0,32.6,0.08,-50.6,16.7,10,Dome,Outdoor_Residential,Hikvision,Low,0
CAM_032755,39,1017,15.5,81.9,0.96,-57.8,17.1,10,Bullet,Warehouse,Dahua,Medium,0
CAM_012053,516,1066,20.9,56.6,0.08,-64.1,15.3,7,Dome,Indoor,Hikvision,Medium,0
CAM_023593,24,1055,22.6,84.0,0.14,-46.7,10.0,4,Bullet,Indoor,Dahua,Medium,1
CAM_008037,705,986,15.1,50.2,1.96,-41.9,15.1,1,Bullet,Outdoor_Residential,Axis,Low,0
CAM_046976,237,1024,29.4,79.2,0.04,-58.6,10.3,3,Bullet,Outdoor_Commercial,Dahua,Medium,0
CAM_016399,1100,941,30.6,55.2,0.29,-59.2,14.5,2,Dome,Outdoor_Residential,Axis,High,0
CAM_045785,355,1026,17.6,78.6,0.25,-50.8,21.6,4,Bullet,Indoor,Axis,Medium,0
CAM_034615,181,900,24.0,65.8,0.12,-55.8,12.4,1,Dome,Outdoor_Residential,Axis,Low,1
CAM_007624,262,955,32.1,70.6,0.58,-48.0,18.3,6,Bullet,Indoor,Axis,Low,0
CAM_013661,104,884,22.5,67.8,0.94,-65.9,13.0,8,PTZ,Outdoor_Commercial,Dahua,Low,0
CAM_037736,31,1022,22.3,56.8,1.04,-53.4,12.1,1,PTZ,Indoor,Axis,High,0
CAM_026541,482,1022,38.3,70.1,0.41,-37.4,17.9,2,Dome,Outdoor_Residential,Dahua,Low,0
CAM_013267,489,985,30.8,59.0,1.22,-57.1,20.9,1,PTZ,Outdoor_Residential,Axis,Low,0
CAM_018082,417,1000,11.7,63.5,0.72,-63.8,14.9,4,PTZ,Outdoor_Commercial,Axis,Low,0
CAM_048085,44,1076,28.5,70.7,0.34,-63.9,17.4,10,Dome,Outdoor_Residential,Hikvision,Low,0
CAM_042767,157,1011,28.4,56.5,0.02,-44.7,11.3,9,Dome,Outdoor_Residential,Dahua,Medium,0
CAM_004070,143,1003,24.8,89.3,1.38,-57.3,12.7,6,Dome,Outdoor_Commercial,Hikvision,High,0
CAM_016286,1800,937,7.7,71.5,0.46,-53.4,9.0,10,Dome,Outdoor_Residential,Hikvision,Low,0
CAM_001118,112,1046,29.1,60.7,0.4,-51.2,20.2,6,PTZ,Indoor,Dahua,High,0
CAM_010074,1486,1027,33.6,59.7,0.04,-66.9,17.8,5,Dome,Outdoor_Residential,Dahua,Medium,0
CAM_011373,207,977,24.2,71.0,1.17,-63.5,14.8,9,Dome,Outdoor_Residential,Axis,High,0
CAM_032684,518,987,22.9,76.1,0.12,-53.0,14.9,3,Dome,Outdoor_Commercial,Dahua,Medium,0
CAM_046433,580,1049,23.7,66.6,0.0,-57.3,14.5,1,Dome,Outdoor_Commercial,Hikvision,Low,0
CAM_025349,132,951,19.5,81.6,1.22,-60.0,15.4,6,Bullet,Outdoor_Residential,Dahua,Low,0
CAM_006715,195,1084,29.3,77.0,0.02,-74.5,10.3,5,Bullet,Indoor,Hikvision,Medium,0
CAM_034567,415,987,21.6,82.6,0.01,-60.9,14.7,6,Bullet,Outdoor_Residential,Hikvision,Low,0
CAM_001030,13,967,23.7,62.8,1.07,-51.0,11.0,9,PTZ,Outdoor_Commercial,Axis,Low,0
CAM_022753,583,1038,20.6,52.4,0.64,-52.7,17.2,1,Bullet,Outdoor_Commercial,Dahua,Low,0
CAM_011761,43,1042,19.2,69.1,0.1,-48.8,16.0,5,PTZ,Warehouse,Bosch,High,1
CAM_035896,58,906,17.4,87.2,0.15,-64.4,16.0,7,Dome,Indoor,Hikvision,Low,0
CAM_014492,90,1034,8.3,71.4,0.09,-72.3,17.4,8,PTZ,Warehouse,Dahua,Medium,0
CAM_025085,514,935,20.8,65.6,1.25,-50.8,19.4,7,Bullet,Warehouse,Hikvision,Low,0
CAM_020395,209,1027,28.2,30.8,0.13,-59.2,15.5,4,Bullet,Outdoor_Commercial,Axis,Medium,0
CAM_004813,261,1063,16.3,49.1,0.82,-60.2,17.4,7,Dome,Outdoor_Residential,Axis,Low,0
CAM_008994,128,995,28.1,55.1,1.64,-58.8,15.0,8,Dome,Indoor,Hikvision,High,0
CAM_049691,13,996,24.0,57.2,0.07,-59.8,13.5,7,Dome,Indoor,Axis,Low,0
CAM_021374,296,1050,36.8,72.1,0.35,-49.6,17.9,5,Bullet,Outdoor_Commercial,Bosch,Medium,0
CAM_030242,739,1085,17.7,64.9,0.26,-48.8,13.6,3,Bullet,Outdoor_Residential,Hikvision,Low,0
CAM_047578,412,963,24.3,32.3,0.19,-66.9,11.4,10,Bullet,Indoor,Dahua,Low,0
CAM_001164,63,1052,31.0,65.4,0.12,-45.7,16.4,4,Bullet,Indoor,Hikvision,High,1
CAM_024810,21,1011,11.4,44.0,0.12,-51.4,15.0,4,Dome,Indoor,Dahua,Medium,1
CAM_021109,279,1030,16.4,82.9,0.58,-50.8,17.4,8,Dome,Indoor,Hikvision,Low,0
CAM_003697,402,1046,36.1,90.0,0.03,-51.7,18.0,9,Bullet,Warehouse,Axis,High,0
CAM_011438,805,953,14.5,62.4,0.09,-59.4,15.5,7,Bullet,Outdoor_Commercial,Axis,High,0
CAM_004469,772,1016,12.1,47.7,0.67,-44.3,11.0,4,Bullet,Warehouse,Dahua,Low,0
CAM_009807,358,1023,28.1,72.3,2.06,-62.7,15.3,4,Dome,Indoor,Axis,Low,0
CAM_047767,183,974,28.1,56.8,1.06,-50.5,14.5,6,Dome,Outdoor_Commercial,Axis,Medium,0
CAM_006748,1802,948,35.3,46.0,0.14,-58.0,17.3,8,Dome,Outdoor_Residential,Hikvision,High,0
CAM_049184,298,952,15.1,46.0,0.71,-60.2,10.3,3,Dome,Outdoor_Residential,Hikvision,High,0
CAM_017378,1230,958,27.4,57.0,1.1,-54.0,10.1,6,Bullet,Outdoor_Commercial,Hikvision,High,0
CAM_036884,903,959,29.4,86.5,0.06,-56.9,7.6,2,Bullet,Outdoor_Residential,Hikvision,Medium,0
CAM_013356,13,953,20.0,72.8,1.6,-51.1,17.8,3,Dome,Indoor,Hikvision,Low,0
CAM_032404,379,982,19.7,59.0,0.13,-67.9,22.5,4,Bullet,Outdoor_Commercial,Axis,Medium,0
CAM_042454,227,978,17.3,44.5,0.19,-37.2,17.4,3,Dome,Indoor,Axis,Low,1
CAM_046065,245,1046,18.5,30.0,0.08,-62.0,14.6,8,Thermal,Outdoor_Residential,Hikvision,Medium,1
CAM_011538,329,975,30.8,58.0,0.15,-59.4,18.9,3,Bullet,Outdoor_Residential,Dahua,Medium,0
CAM_002008,24,975,4.1,60.3,1.31,-48.8,16.6,10,Thermal,Outdoor_Commercial,Bosch,Medium,0
CAM_003221,64,1014,25.8,61.6,0.11,-54.1,18.6,10,Bullet,Indoor,Axis,Medium,0
CAM_044996,140,1002,13.2,59.1,1.06,-50.2,11.1,5,Dome,Outdoor_Commercial,Dahua,Medium,0
CAM_018762,205,924,31.7,63.5,0.59,-55.9,16.4,3,PTZ,Outdoor_Commercial,Axis,Medium,0
